kanji_index,kanji,slug,keyword,lesson_number,kml_primitives,cluster_components,jp_verse,en_verse
1485,玄,mysterious,mysterious,75,,,,
1486,畜,livestock,livestock,75,,,,
1487,蓄,amass,amass,75,,,,
1488,弦,bowstring,bowstring,75,,,,
1489,擁,hug,hug,75,,,,
1490,滋,nourishing,nourishing,75,,,,
1491,慈,mercy,mercy,75,,,,
1492,磁,magnet,magnet,75,,,,
1493,系,lineage,lineage,75,,,,
1494,係,person_in_charge,person_in_charge,75,,,,
1495,孫,grandchild,grandchild,75,,,,
1496,懸,suspend,suspend,75,,,,
1497,遜,modest,modest,75,,,,
1498,却,instead,instead,75,,,,
1499,脚,shins,shins,75,,,,
1500,卸,wholesale,wholesale,75,,,,
1501,御,honorable,honorable,76,,,,
1502,服,clothing,clothing,76,,,,
1503,命,fate,fate,76,,,,
1504,令,orders,orders,76,,,,
1505,零,zero,zero,76,,,,
1506,齢,age,age,76,,,,
1507,冷,cool,cool,76,,,,
1508,領,territory,territory,76,,,,
1509,鈴,small_bell,small_bell,76,,,,
1510,勇,courage,courage,76,,,,
1511,湧,gush,gush,76,,,,
1512,通,pass_through,pass_through,76,,,,
1513,踊,jump,jump,76,,,,
1514,疑,doubt,doubt,76,,,,
1515,擬,mimic,mimic,76,,,,
1516,凝,congeal,congeal,76,,,,
1517,範,pattern,pattern,76,,,,
1518,犯,crime,crime,76,,,,
1519,氾,to_overflow,to_overflow,76,,,,
1520,厄,unlucky,unlucky,76,,,,
1521,危,dangerous,dangerous,77,,,,
1522,宛,addressed_to,addressed_to,77,,,,
1523,腕,arm,arm,77,,,,
1524,苑,park,park,77,,,,
1525,怨,grudge,grudge,77,,,,
1526,柳,willow,willow,77,,,,
1527,卵,egg,egg,77,,,,
1528,留,detain,detain,77,,,,
1529,瑠,marine_blue,marine_blue,77,,,,
1530,貿,trade,trade,77,,,,
1531,印,stamp,stamp,77,,,,
1532,臼,mortar,mortar,77,,,,
1533,毀,break,break,77,,,,
1534,興,entertain,entertain,77,,,,
1535,酉,sake_flask,sake_flask,77,,,,
1536,酒,sake,sake,77,,,,
1537,酌,bartending,bartending,77,,,,
1538,酎,alcohol,alcohol,77,,,,
1539,酵,fermentation,fermentation,77,,,,
1540,酷,cruel,cruel,77,,,,
1541,酬,repay,repay,78,,,,
1542,酪,dairy,dairy,78,,,,
1543,酢,vinegar,vinegar,78,,,,
1544,酔,drunk,drunk,78,,,,
1545,配,distribute,distribute,78,,,,
1546,酸,acid,acid,78,,,,
1547,猶,still,still,78,,,,
1548,尊,revered,revered,78,,,,
1549,豆,beans,beans,78,,,,
1550,頭,head,head,78,,,,
1551,短,short,short,78,,,,
1552,豊,bountiful,bountiful,78,,,,
1553,鼓,drum,drum,78,,,,
1554,喜,rejoice,rejoice,78,,,,
1555,樹,timber,timber,78,,,,
1556,皿,dish,dish,78,,,,
1557,血,blood,blood,78,,,,
1558,盆,basin,basin,78,,,,
1559,盟,alliance,alliance,78,,,,
1560,盗,steal,steal,78,,,,
1561,温,warm,warm,79,,,,
1562,蓋,lid,lid,79,,,,
1563,監,oversee,oversee,79,,,,
1564,濫,excessive,excessive,79,,,,
1565,鑑,specimen,specimen,79,,,,
1566,藍,indigo,indigo,79,,,,
1567,猛,fierce,fierce,79,,,,
1568,盛,boom,boom,79,,,,
1569,塩,salt,salt,79,,,,
1570,銀,silver,silver,79,,,,
1571,恨,resentment,resentment,79,,,,
1572,根,root,root,79,,,,
1573,即,instant,instant,79,,,,
1574,爵,baron,baron,79,,,,
1575,節,node,node,79,,,,
1576,退,retreat,retreat,79,,,,
1577,限,limit,limit,79,,,,
1578,眼,eyeball,eyeball,79,,,,
1579,良,good,good,79,,,,
1580,朗,melodious,melodious,79,,,,
1581,浪,wandering,wandering,80,,,,
1582,娘,daughter,daughter,80,,,,
1583,食,eat,eat,80,,,,
1584,飯,meal,meal,80,,,,
1585,飲,drink,drink,80,,,,
1586,飢,hungry,hungry,80,,,,
1587,餓,starve,starve,80,,,,
1588,飾,decorate,decorate,80,,,,
1589,餌,feed,feed,80,,,,
1590,館,public_building,public_building,80,,,,
1591,餅,mochi,mochi,80,,,,
1592,養,foster,foster,80,,,,
1593,飽,sated,sated,80,,,,
1594,既,previously,previously,80,,,,
1595,概,outline,outline,80,,,,
1596,慨,rue,rue,80,,,,
1597,平,flat,flat,80,,,,
1598,呼,call,call,80,,,,
1599,坪,two_mats,two_mats,80,,,,
1600,評,evaluate,evaluate,80,,,,
1601,刈,reap,reap,81,,,,
1602,刹,buddhist_temple,buddhist_temple,81,,,,
1603,希,hope,hope,81,,,,
1604,凶,villain,villain,81,,,,
1605,胸,bosom,bosom,81,,,,
1606,離,detach,detach,81,,,,
1607,璃,glassy,glassy,81,,,,
1608,殺,kill,kill,81,,,,
1609,爽,bracing,bracing,81,,,,
1610,純,genuine,genuine,81,,,,
1611,頓,immediate,immediate,81,,,,
1612,鈍,dull,dull,81,,,,
1613,辛,spicy,spicy,81,,,,
1614,辞,resign,resign,81,,,,
1615,梓,catalpa_tree,catalpa_tree,81,,,,
1616,宰,superintend,superintend,81,,,,
1617,壁,wall,wall,81,,,,
1618,璧,gem,gem,81,,,,
1619,避,evade,evade,81,,,,
1620,新,new,new,81,,,,
1621,薪,firewood,firewood,82,,,,
1622,親,parent,parent,82,,,,
1623,幸,happiness,happiness,82,,,,
1624,執,tenacious,tenacious,82,,,,
1625,摯,clasp,clasp,82,,,,
1626,報,report,report,82,,,,
1627,叫,shout,shout,82,,,,
1628,糾,twist,twist,82,,,,
1629,収,income,income,82,,,,
1630,卑,lowly,lowly,82,,,,
1631,碑,tombstone,tombstone,82,,,,
1632,陸,land,land,82,,,,
1633,睦,intimate,intimate,82,,,,
1634,勢,forces,forces,82,,,,
1635,熱,heat,heat,82,,,,
1636,菱,diamond,diamond,82,,,,
1637,陵,mausoleum,mausoleum,82,,,,
1638,亥,boar,boar,82,,,,
1639,核,nucleus,nucleus,82,,,,
1640,刻,engrave,engrave,82,,,,
1641,該,above_stated,above_stated,83,,,,
1642,骸,remains,remains,83,,,,
1643,劾,censure,censure,83,,,,
1644,述,mention,mention,83,,,,
1645,術,technique,technique,83,,,,
1646,寒,cold,cold,83,,,,
1647,塞,obstruct,obstruct,83,,,,
1648,醸,brew,brew,83,,,,
1649,譲,defer,defer,83,,,,
1650,壌,lot,lot,83,,,,
1651,嬢,lass,lass,83,,,,
1652,毒,poison,poison,83,,,,
1653,素,elementary,elementary,83,,,,
1654,麦,wheat,wheat,83,,,,
1655,青,blue,blue,83,,,,
1656,精,refined,refined,83,,,,
1657,請,solicit,solicit,83,,,,
1658,情,feelings,feelings,83,,,,
1659,晴,clear_up,clear_up,83,,,,
1660,清,pure,pure,83,,,,
1661,静,quiet,quiet,84,,,,
1662,責,blame,blame,84,,,,
1663,績,exploits,exploits,84,,,,
1664,積,accumulate,accumulate,84,,,,
1665,債,bond,bond,84,,,,
1666,漬,pickling,pickling,84,,,,
1667,表,surface,surface,84,,,,
1668,俵,bag,bag,84,,,,
1669,潔,undefiled,undefiled,84,,,,
1670,契,pledge,pledge,84,,,,
1671,喫,consume,consume,84,,,,
1672,害,harm,harm,84,,,,
1673,轄,jurisdiction,jurisdiction,84,,,,
1674,割,proportion,proportion,84,,,,
1675,憲,constitution,constitution,84,,,,
1676,生,life,life,84,,,,
1677,星,star,star,84,,,,
1678,醒,awakening,awakening,84,,,,
1679,姓,surname,surname,84,,,,
1680,性,gender,gender,84,,,,
1681,牲,animal_sacrifice,animal_sacrifice,85,,,,
1682,産,produce,produce,85,,,,
1683,隆,hump,hump,85,,,,
1684,峰,summit,summit,85,,,,
1685,蜂,bee,bee,85,,,,
1686,縫,sew,sew,85,,,,
1687,拝,worship,worship,85,,,,
1688,寿,longevity,longevity,85,,,,
1689,鋳,casting,casting,85,,,,
1690,籍,enroll,enroll,85,,,,
1691,春,springtime,springtime,85,,,,
1692,椿,camellia_tree,camellia_tree,85,,,,
1693,泰,peaceful,peaceful,85,,,,
1694,奏,play_music,play_music,85,,,,
1695,実,reality,reality,85,,,,
1696,奉,dedicate,dedicate,85,,,,
1697,俸,stipend,stipend,85,,,,
1698,棒,rod,rod,85,,,,
1699,謹,discreet,discreet,85,,,,
1700,僅,trifle,trifle,85,,,,
1701,勤,diligence,diligence,86,,,,
1702,漢,china,china,86,,,,
1703,嘆,sigh,sigh,86,,,,
1704,難,difficult,difficult,86,,,,
1705,華,splendor,splendor,86,,,,
1706,垂,droop,droop,86,,,,
1707,唾,saliva,saliva,86,,,,
1708,睡,drowsy,drowsy,86,,,,
1709,錘,spindle,spindle,86,,,,
1710,乗,ride,ride,86,,,,
1711,剰,surplus,surplus,86,,,,
1712,今,now,now,86,,,,
1713,含,include,include,86,,,,
1714,貪,covet,covet,86,,,,
1715,吟,versify,versify,86,,,,
1716,念,wish,wish,86,,,,
1717,捻,wrench,wrench,86,,,,
1718,琴,harp,harp,86,,,,
1719,陰,shade,shade,86,,,,
1720,予,in_advance,in_advance,86,,,,
1721,序,preface,preface,87,,,,
1722,預,deposit,deposit,87,,,,
1723,野,plains,plains,87,,,,
1724,兼,concurrently,concurrently,87,,,,
1725,嫌,dislike,dislike,87,,,,
1726,鎌,sickle,sickle,87,,,,
1727,謙,self_effacing,self_effacing,87,,,,
1728,廉,bargain,bargain,87,,,,
1729,西,west,west,87,,,,
1730,価,cost,cost,87,,,,
1731,要,need,need,87,,,,
1732,腰,loins,loins,87,,,,
1733,票,ballot,ballot,87,,,,
1734,漂,drift,drift,87,,,,
1735,標,signpost,signpost,87,,,,
1736,栗,chestnut,chestnut,87,,,,
1737,慄,shudder,shudder,87,,,,
1738,遷,transition,transition,87,,,,
1739,覆,capsize,capsize,87,,,,
1740,煙,smoke,smoke,87,,,,
1741,南,south,south,88,,,,
1742,楠,camphor_tree,camphor_tree,88,,,,
1743,献,offering,offering,88,,,,
1744,門,gates,gates,88,,,,
1745,問,question,question,88,,,,
1746,閲,review,review,88,,,,
1747,閥,clique,clique,88,,,,
1748,間,interval,interval,88,,,,
1749,闇,pitch_dark,pitch_dark,88,,,,
1750,簡,simplicity,simplicity,88,,,,
1751,開,open,open,88,,,,
1752,閉,closed,closed,88,,,,
1753,閣,tower,tower,88,,,,
1754,閑,leisure,leisure,88,,,,
1755,聞,hear,hear,88,,,,
1756,潤,wet,wet,88,,,,
1757,欄,column,column,88,,,,
1758,闘,fight,fight,88,,,,
1759,倉,warehouse,warehouse,88,,,,
1760,創,genesis,genesis,88,,,,
1761,非,non,non,89,,,,
1762,俳,haiku,haiku,89,,,,
1763,排,repudiate,repudiate,89,,,,
1764,悲,sad,sad,89,,,,
1765,罪,guilt,guilt,89,,,,
1766,輩,comrade,comrade,89,,,,
1767,扉,front_door,front_door,89,,,,
1768,侯,marquis,marquis,89,,,,
1769,喉,throat,throat,89,,,,
1770,候,climate,climate,89,,,,
1771,決,decide,decide,89,,,,
1772,快,cheerful,cheerful,89,,,,
1773,偉,admirable,admirable,89,,,,
1774,違,differ,differ,89,,,,
1775,緯,horizontal,horizontal,89,,,,
1776,衛,defense,defense,89,,,,
1777,韓,korea,korea,89,,,,
1778,干,dry,dry,89,,,,
1779,肝,liver,liver,89,,,,
1780,刊,publish,publish,89,,,,
1781,汗,sweat,sweat,90,,,,
1782,軒,flats,flats,90,,,,
1783,岸,beach,beach,90,,,,
1784,幹,tree_trunk,tree_trunk,90,,,,
1785,芋,potato,potato,90,,,,
1786,宇,eaves,eaves,90,,,,
1787,余,too_much,too_much,90,,,,
1788,除,exclude,exclude,90,,,,
1789,徐,gradually,gradually,90,,,,
1790,叙,confer,confer,90,,,,
1791,途,route,route,90,,,,
1792,斜,diagonal,diagonal,90,,,,
1793,塗,paint,paint,90,,,,
1794,束,bundle,bundle,90,,,,
1795,頼,trust,trust,90,,,,
1796,瀬,rapids,rapids,90,,,,
1797,勅,imperial_order,imperial_order,90,,,,
1798,疎,alienate,alienate,90,,,,
1799,辣,bitter,bitter,90,,,,
1800,速,quick,quick,90,,,,
1801,整,organize,organize,91,,,,
1802,剣,sabre,sabre,91,,,,
1803,険,precipitous,precipitous,91,,,,
1804,検,examination,examination,91,,,,
1805,倹,frugal,frugal,91,,,,
1806,重,heavy,heavy,91,,,,
1807,動,move,move,91,,,,
1808,腫,tumor,tumor,91,,,,
1809,勲,meritorious_deed,meritorious_deed,91,,,,
1810,働,work,work,91,,,,
1811,種,species,species,91,,,,
1812,衝,collide,collide,91,,,,
1813,薫,fragrant,fragrant,91,,,,
1814,病,ill,ill,91,,,,
1815,痴,stupid,stupid,91,,,,
1816,痘,pox,pox,91,,,,
1817,症,symptoms,symptoms,91,,,,
1818,瘍,carbuncle,carbuncle,91,,,,
1819,痩,lose_weight,lose_weight,91,,,,
1820,疾,rapidly,rapidly,91,,,,
1821,嫉,envy,envy,92,,,,
1822,痢,diarrhea,diarrhea,92,,,,
1823,痕,scar,scar,92,,,,
1824,疲,exhausted,exhausted,92,,,,
1825,疫,epidemic,epidemic,92,,,,
1826,痛,pain,pain,92,,,,
1827,癖,mannerism,mannerism,92,,,,
1828,匿,hide,hide,92,,,,
1829,匠,artisan,artisan,92,,,,
1830,医,doctor,doctor,92,,,,
1831,匹,equal,equal,92,,,,
1832,区,ward,ward,92,,,,
1833,枢,hinge,hinge,92,,,,
1834,殴,assault,assault,92,,,,
1835,欧,europe,europe,92,,,,
1836,抑,repress,repress,92,,,,
1837,仰,look_up,look_up,92,,,,
1838,迎,welcome,welcome,92,,,,
1839,登,ascend,ascend,92,,,,
1840,澄,lucidity,lucidity,92,,,,
1841,発,departure,departure,93,,,,
1842,廃,abolish,abolish,93,,,,
1843,僚,colleague,colleague,93,,,,
1844,瞭,obvious,obvious,93,,,,
1845,寮,dormitory,dormitory,93,,,,
1846,療,heal,heal,93,,,,
1847,彫,carve,carve,93,,,,
1848,形,shape,shape,93,,,,
1849,影,shadow,shadow,93,,,,
1850,杉,sugi,sugi,93,,,,
1851,彩,coloring,coloring,93,,,,
1852,彰,patent,patent,93,,,,
1853,彦,handsome_man,handsome_man,93,,,,
1854,顔,face,face,93,,,,
1855,須,must,must,93,,,,
1856,膨,swell,swell,93,,,,
1857,参,participate,participate,93,,,,
1858,惨,wretched,wretched,93,,,,
1859,修,discipline,discipline,93,,,,
1860,珍,rare,rare,93,,,,
1861,診,checkup,checkup,94,,,,
1862,文,sentence,sentence,94,,,,
1863,対,opposite,opposite,94,,,,
1864,紋,family_crest,family_crest,94,,,,
1865,蚊,mosquito,mosquito,94,,,,
1866,斑,blemish,blemish,94,,,,
1867,斉,adjusted,adjusted,94,,,,
1868,剤,dose,dose,94,,,,
1869,済,settle,settle,94,,,,
1870,斎,purification,purification,94,,,,
1871,粛,solemn,solemn,94,,,,
1872,塁,bases,bases,94,,,,
1873,楽,music,music,94,,,,
1874,薬,medicine,medicine,94,,,,
1875,率,rate,rate,94,,,,
1876,渋,astringent,astringent,94,,,,
1877,摂,vicarious,vicarious,94,,,,
1878,央,center,center,94,,,,
1879,英,england,england,94,,,,
1880,映,reflect,reflect,94,,,,
1881,赤,red,red,95,,,,
1882,赦,pardon,pardon,95,,,,
1883,変,unusual,unusual,95,,,,
1884,跡,tracks,tracks,95,,,,
1885,蛮,barbarian,barbarian,95,,,,
1886,恋,romance,romance,95,,,,
1887,湾,gulf,gulf,95,,,,
1888,黄,yellow,yellow,95,,,,
1889,横,sideways,sideways,95,,,,
1890,把,grasp,grasp,95,,,,
1891,色,color,color,95,,,,
1892,絶,discontinue,discontinue,95,,,,
1893,艶,glossy,glossy,95,,,,
1894,肥,fertilizer,fertilizer,95,,,,
1895,甘,sweet,sweet,95,,,,
1896,紺,navy_blue,navy_blue,95,,,,
1897,某,so_and_so,so_and_so,95,,,,
1898,謀,conspire,conspire,95,,,,
1899,媒,mediator,mediator,95,,,,
1900,欺,deceit,deceit,95,,,,
1901,棋,chess_piece,chess_piece,96,,,,
1902,旗,national_flag,national_flag,96,,,,
1903,期,period_of_time,period_of_time,96,,,,
1904,碁,go_game,go_game,96,,,,
1905,基,foundation,foundation,96,,,,
1906,甚,tremendously,tremendously,96,,,,
1907,勘,intuition,intuition,96,,,,
1908,堪,withstand,withstand,96,,,,
1909,貴,precious,precious,96,,,,
1910,遺,bequeath,bequeath,96,,,,
1911,遣,dispatch,dispatch,96,,,,
1912,潰,defile,defile,96,,,,
1913,舞,dance,dance,96,,,,
1914,無,nothingness,nothingness,96,,,,
1915,組,association,association,96,,,,
1916,粗,coarse,coarse,96,,,,
1917,租,tariff,tariff,96,,,,
1918,狙,aim_at,aim_at,96,,,,
1919,祖,ancestor,ancestor,96,,,,
1920,阻,thwart,thwart,96,,,,
1921,査,investigate,investigate,97,,,,
1922,助,help,help,97,,,,
1923,宜,best_regards,best_regards,97,,,,
1924,畳,tatami_mat,tatami_mat,97,,,,
1925,並,row,row,97,,,,
1926,普,universal,universal,97,,,,
1927,譜,musical_score,musical_score,97,,,,
1928,湿,damp,damp,97,,,,
1929,顕,appear,appear,97,,,,
1930,繊,slender,slender,97,,,,
1931,霊,spirits,spirits,97,,,,
1932,業,business,business,97,,,,
1933,撲,slap,slap,97,,,,
1934,僕,me_male,me_male,97,,,,
1935,共,together,together,97,,,,
1936,供,offer,offer,97,,,,
1937,異,uncommon,uncommon,97,,,,
1938,翼,wing,wing,97,,,,
1939,戴,accept_humbly,accept_humbly,97,,,,
1940,洪,flood,flood,97,,,,
1941,港,harbor,harbor,98,,,,
1942,暴,outburst,outburst,98,,,,
1943,爆,explode,explode,98,,,,
1944,恭,respect,respect,98,,,,
1945,選,elect,elect,98,,,,
1946,殿,mister,mister,98,,,,
1947,井,well,well,98,,,,
1948,丼,donburi,donburi,98,,,,
1949,囲,surround,surround,98,,,,
1950,耕,till,till,98,,,,
1951,亜,asia,asia,98,,,,
1952,悪,bad,bad,98,,,,
1953,円,circle,circle,98,,,,
1954,角,angle,angle,98,,,,
1955,触,contact,contact,98,,,,
1956,解,solution,solution,98,,,,
1957,再,again,again,98,,,,
1958,講,lecture,lecture,98,,,,
1959,購,subscription,subscription,98,,,,
1960,構,construct,construct,98,,,,
1961,溝,gutter,gutter,99,,,,
1962,論,argument,argument,99,,,,
1963,倫,ethics,ethics,99,,,,
1964,輪,wheel,wheel,99,,,,
1965,偏,partial,partial,99,,,,
1966,遍,everywhere,everywhere,99,,,,
1967,編,compilation,compilation,99,,,,
1968,冊,volume,volume,99,,,,
1969,柵,fence,fence,99,,,,
1970,典,ceremony,ceremony,99,,,,
1971,氏,family_name,family_name,99,,,,
1972,紙,paper,paper,99,,,,
1973,婚,marriage,marriage,99,,,,
1974,低,lower,lower,99,,,,
1975,抵,resist,resist,99,,,,
1976,底,bottom,bottom,99,,,,
1977,民,people,people,99,,,,
1978,眠,sleep,sleep,99,,,,
1979,捕,catch,catch,99,,,,
1980,哺,suckle,suckle,99,,,,
1981,浦,bay,bay,100,,,,
1982,蒲,cattail,cattail,100,,,,
1983,舗,shop,shop,100,,,,
1984,補,supplement,supplement,100,,,,
1985,邸,residence,residence,100,,,,
1986,郭,enclosure,enclosure,100,,,,
1987,郡,county,county,100,,,,
1988,郊,outskirts,outskirts,100,,,,
1989,部,department,department,100,,,,
1990,都,metropolis,metropolis,100,,,,
1991,郵,mail,mail,100,,,,
1992,邦,home_country,home_country,100,,,,
1993,那,that,that,100,,,,
1994,郷,hometown,hometown,100,,,,
1995,響,echo,echo,100,,,,
1996,郎,son,son,100,,,,
1997,廊,corridor,corridor,100,,,,
1998,盾,shield,shield,100,,,,
1999,循,sequential,sequential,100,,,,
2000,派,faction,faction,100,,,,
2001,脈,vein,vein,101,,,,
2002,衆,masses,masses,101,,,,
2003,逓,relay,relay,101,,,,
2004,段,grade,grade,101,,,,
2005,鍛,forge,forge,101,,,,
2006,后,empress,empress,101,,,,
2007,幻,phantasm,phantasm,101,,,,
2008,司,director,director,101,,,,
2009,伺,pay_respects,pay_respects,101,,,,
2010,詞,parts_of_speech,parts_of_speech,101,,,,
2011,飼,domesticate,domesticate,101,,,,
2012,嗣,heir,heir,101,,,,
2013,舟,boat,boat,101,,,,
2014,舶,liner,liner,101,,,,
2015,航,navigate,navigate,101,,,,
2016,舷,gunwale,gunwale,101,,,,
2017,般,carrier,carrier,101,,,,
2018,盤,tray,tray,101,,,,
2019,搬,conveyor,conveyor,101,,,,
2020,船,ship,ship,101,,,,
2021,艦,warship,warship,102,,,,
2022,艇,rowboat,rowboat,102,,,,
2023,瓜,melon,melon,102,,,,
2024,弧,arc,arc,102,,,,
2025,孤,orphan,orphan,102,,,,
2026,繭,cocoon,cocoon,102,,,,
2027,益,benefit,benefit,102,,,,
2028,暇,spare_time,spare_time,102,,,,
2029,敷,spread,spread,102,,,,
2030,来,come,come,102,,,,
2031,気,spirit,spirit,102,,,,
2032,汽,vapor,vapor,102,,,,
2033,飛,fly,fly,102,,,,
2034,沈,sink,sink,102,,,,
2035,枕,pillow,pillow,102,,,,
2036,妻,wife,wife,102,,,,
2037,凄,nifty,nifty,102,,,,
2038,衰,decline,decline,102,,,,
2039,衷,inmost,inmost,102,,,,
2040,面,mask,mask,102,,,,
2041,麺,noodles,noodles,103,,,,
2042,革,leather,leather,103,,,,
2043,靴,shoes,shoes,103,,,,
2044,覇,hegemony,hegemony,103,,,,
2045,声,voice,voice,103,,,,
2046,眉,eyebrow,eyebrow,103,,,,
2047,呉,give,give,103,,,,
2048,娯,recreation,recreation,103,,,,
2049,誤,mistake,mistake,103,,,,
2050,蒸,steam,steam,103,,,,
2051,承,acquiesce,acquiesce,103,,,,
2052,函,bin,bin,103,,,,
2053,極,poles,poles,103,,,,
2054,牙,tusk,tusk,103,,,,
2055,芽,bud,bud,103,,,,
2056,邪,wicked,wicked,103,,,,
2057,雅,gracious,gracious,103,,,,
2058,釈,interpretation,interpretation,103,,,,
2059,番,ones_turn,ones_turn,103,,,,
2060,審,hearing,hearing,103,,,,
2061,翻,flip,flip,104,,,,
2062,藩,clan,clan,104,,,,
2063,毛,fur,fur,104,,,,
2064,耗,decrease,decrease,104,,,,
2065,尾,tail,tail,104,,,,
2066,宅,home,home,104,,,,
2067,託,consign,consign,104,,,,
2068,為,do,do,104,,,,
2069,偽,falsehood,falsehood,104,,,,
2070,畏,apprehensive,apprehensive,104,,,,
2071,長,long,long,104,,,,
2072,張,lengthen,lengthen,104,,,,
2073,帳,notebook,notebook,104,,,,
2074,脹,dilate,dilate,104,,,,
2075,髪,hair,hair,104,,,,
2076,展,unfold,unfold,104,,,,
2077,喪,miss,miss,104,,,,
2078,巣,nest,nest,104,,,,
2079,単,simple,simple,104,,,,
2080,戦,war,war,104,,,,
2081,禅,zen,zen,105,,,,
2082,弾,bullet,bullet,105,,,,
2083,桜,cherry_blossom,cherry_blossom,105,,,,
2084,獣,animal,animal,105,,,,
2085,脳,brain,brain,105,,,,
2086,悩,trouble,trouble,105,,,,
2087,厳,stern,stern,105,,,,
2088,鎖,chain,chain,105,,,,
2089,挙,raise,raise,105,,,,
2090,誉,reputation,reputation,105,,,,
2091,猟,game_hunting,game_hunting,105,,,,
2092,鳥,bird,bird,105,,,,
2093,鳴,chirp,chirp,105,,,,
2094,鶴,crane,crane,105,,,,
2095,烏,crow,crow,105,,,,
2096,蔦,vine,vine,105,,,,
2097,鳩,pigeon,pigeon,105,,,,
2098,鶏,chicken,chicken,105,,,,
2099,島,island,island,105,,,,
2100,暖,warmth,warmth,105,,,,
2101,媛,maiden,maiden,106,,,,
2102,援,abet,abet,106,,,,
2103,緩,slacken,slacken,106,,,,
2104,属,belong,belong,106,,,,
2105,嘱,entrust,entrust,106,,,,
2106,偶,accidentally,accidentally,106,,,,
2107,遇,interview,interview,106,,,,
2108,愚,foolish,foolish,106,,,,
2109,隅,corner,corner,106,,,,
2110,逆,inverted,inverted,106,,,,
2111,塑,model,model,106,,,,
2112,遡,go_upstream,go_upstream,106,,,,
2113,岡,hills,hills,106,,,,
2114,鋼,steel,steel,106,,,,
2115,綱,hawser,hawser,106,,,,
2116,剛,sturdy,sturdy,106,,,,
2117,缶,tin_can,tin_can,106,,,,
2118,陶,pottery,pottery,106,,,,
2119,揺,swing,swing,106,,,,
2120,謡,noh_chanting,noh_chanting,106,,,,
2121,鬱,depression,depression,107,,,,
2122,就,concerning,concerning,107,,,,
2123,蹴,kick,kick,107,,,,
2124,懇,sociable,sociable,107,,,,
2125,墾,groundbreaking,groundbreaking,107,,,,
2126,貌,countenance,countenance,107,,,,
2127,免,excuse,excuse,107,,,,
2128,逸,elude,elude,107,,,,
2129,晩,nightfall,nightfall,107,,,,
2130,勉,exertion,exertion,107,,,,
2131,象,elephant,elephant,107,,,,
2132,像,statue,statue,107,,,,
2133,馬,horse,horse,107,,,,
2134,駒,pony,pony,107,,,,
2135,験,verification,verification,107,,,,
2136,騎,equestrian,equestrian,107,,,,
2137,駐,parking,parking,107,,,,
2138,駆,drive,drive,107,,,,
2139,駅,station,station,107,,,,
2140,騒,boisterous,boisterous,107,,,,
2141,駄,burdensome,burdensome,108,,,,
2142,驚,wonder,wonder,108,,,,
2143,篤,fervent,fervent,108,,,,
2144,罵,insult,insult,108,,,,
2145,騰,inflation,inflation,108,,,,
2146,虎,tiger,tiger,108,,,,
2147,虜,captive,captive,108,,,,
2148,膚,skin,skin,108,,,,
2149,虚,void,void,108,,,,
2150,戯,frolic,frolic,108,,,,
2151,虞,uneasiness,uneasiness,108,,,,
2152,慮,prudence,prudence,108,,,,
2153,劇,drama,drama,108,,,,
2154,虐,tyrannize,tyrannize,108,,,,
2155,鹿,deer,deer,108,,,,
2156,麓,foot_of_mountain,foot_of_mountain,108,,,,
2157,薦,recommend,recommend,108,,,,
2158,慶,jubilation,jubilation,108,,,,
2159,麗,lovely,lovely,108,,,,
2160,熊,bear,bear,108,,,,
2161,能,ability,ability,109,,,,
2162,態,attitude,attitude,109,,,,
2163,寅,tiger_zodiac,tiger_zodiac,109,,,,
2164,演,performance,performance,109,,,,
2165,辰,dragon_zodiac,dragon_zodiac,109,,,,
2166,辱,embarrass,embarrass,109,,,,
2167,震,quake,quake,109,,,,
2168,振,shake,shake,109,,,,
2169,娠,with_child,with_child,109,,,,
2170,唇,lips,lips,109,,,,
2171,農,agriculture,agriculture,109,,,,
2172,濃,concentrated,concentrated,109,,,,
2173,送,send_off,send_off,109,,,,
2174,関,connection,connection,109,,,,
2175,咲,blossom,blossom,109,,,,
2176,鬼,ghost,ghost,109,,,,
2177,醜,ugly,ugly,109,,,,
2178,魂,soul,soul,109,,,,
2179,魔,witch,witch,109,,,,
2180,魅,fascination,fascination,109,,,,
2181,塊,clod,clod,110,,,,
2182,襲,attack,attack,110,,,,
2183,嚇,upbraid,upbraid,110,,,,
2184,朕,majestic_plural,majestic_plural,110,,,,
2185,雰,atmosphere,atmosphere,110,,,,
2186,箇,counters_for_things,counters_for_things,110,,,,
2187,錬,tempering,tempering,110,,,,
2188,遵,abide_by,abide_by,110,,,,
2189,罷,quit,quit,110,,,,
2190,屯,barracks,barracks,110,,,,
2191,且,moreover,moreover,110,,,,
2192,藻,seaweed,seaweed,110,,,,
2193,隷,slave,slave,110,,,,
2194,癒,healing,healing,110,,,,
2195,璽,imperial_seal,imperial_seal,110,,,,
2196,潟,lagoon,lagoon,110,,,,
2197,丹,cinnabar,cinnabar,110,,,,
2198,丑,ox_zodiac,ox_zodiac,110,,,,
2199,羞,humiliate,humiliate,110,,,,
2200,卯,hare_zodiac,hare_zodiac,110,,,,
2201,巳,snake_zodiac,snake_zodiac,111,,,,
2202,此,this,this,111,,,,
2203,柴,brushwood,brushwood,111,,,,
2204,些,whit,whit,111,,,,
2205,砦,fort,fort,111,,,,
2206,髭,beard,beard,111,,,,
2207,禽,fowl,fowl,111,,,,
