kanji,slug,keyword,prompt
痛,pain,pain,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pain, simple abstract form"
癖,mannerism,mannerism,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mannerism, simple abstract form"
匿,hide,hide,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hide, simple abstract form"
匠,artisan,artisan,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of artisan, simple abstract form"
医,doctor,doctor,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of doctor, simple abstract form"
匹,equal,equal,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of equal, simple abstract form"
区,ward,ward,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ward, simple abstract form"
枢,hinge,hinge,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hinge, simple abstract form"
殴,assault,assault,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of assault, simple abstract form"
欧,europe,europe,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of europe, simple abstract form"
抑,repress,repress,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of repress, simple abstract form"
仰,look_up,look_up,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of look_up, simple abstract form"
迎,welcome,welcome,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of welcome, simple abstract form"
登,ascend,ascend,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ascend, simple abstract form"
澄,lucidity,lucidity,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lucidity, simple abstract form"
発,departure,departure,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of departure, simple abstract form"
廃,abolish,abolish,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of abolish, simple abstract form"
僚,colleague,colleague,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of colleague, simple abstract form"
瞭,obvious,obvious,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of obvious, simple abstract form"
寮,dormitory,dormitory,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dormitory, simple abstract form"
療,heal,heal,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of heal, simple abstract form"
彫,carve,carve,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of carve, simple abstract form"
形,shape,shape,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shape, simple abstract form"
影,shadow,shadow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shadow, simple abstract form"
杉,sugi,sugi,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sugi, simple abstract form"
彩,coloring,coloring,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of coloring, simple abstract form"
彰,patent,patent,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of patent, simple abstract form"
彦,handsome_man,handsome_man,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of handsome_man, simple abstract form"
顔,face,face,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of face, simple abstract form"
須,must,must,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of must, simple abstract form"
膨,swell,swell,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of swell, simple abstract form"
参,participate,participate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of participate, simple abstract form"
惨,wretched,wretched,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wretched, simple abstract form"
修,discipline,discipline,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of discipline, simple abstract form"
珍,rare,rare,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rare, simple abstract form"
診,checkup,checkup,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of checkup, simple abstract form"
文,sentence,sentence,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sentence, simple abstract form"
対,opposite,opposite,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of opposite, simple abstract form"
紋,family_crest,family_crest,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of family_crest, simple abstract form"
蚊,mosquito,mosquito,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mosquito, simple abstract form"
斑,blemish,blemish,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of blemish, simple abstract form"
斉,adjusted,adjusted,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of adjusted, simple abstract form"
剤,dose,dose,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dose, simple abstract form"
済,settle,settle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of settle, simple abstract form"
斎,purification,purification,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of purification, simple abstract form"
粛,solemn,solemn,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of solemn, simple abstract form"
塁,bases,bases,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bases, simple abstract form"
楽,music,music,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of music, simple abstract form"
薬,medicine,medicine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of medicine, simple abstract form"
率,rate,rate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rate, simple abstract form"
渋,astringent,astringent,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of astringent, simple abstract form"
摂,vicarious,vicarious,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of vicarious, simple abstract form"
央,center,center,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of center, simple abstract form"
英,england,england,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of england, simple abstract form"
映,reflect,reflect,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of reflect, simple abstract form"
赤,red,red,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of red, simple abstract form"
赦,pardon,pardon,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pardon, simple abstract form"
変,unusual,unusual,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of unusual, simple abstract form"
跡,tracks,tracks,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tracks, simple abstract form"
蛮,barbarian,barbarian,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of barbarian, simple abstract form"
恋,romance,romance,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of romance, simple abstract form"
湾,gulf,gulf,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of gulf, simple abstract form"
黄,yellow,yellow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of yellow, simple abstract form"
横,sideways,sideways,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sideways, simple abstract form"
把,grasp,grasp,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grasp, simple abstract form"
色,color,color,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of color, simple abstract form"
絶,discontinue,discontinue,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of discontinue, simple abstract form"
艶,glossy,glossy,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of glossy, simple abstract form"
肥,fertilizer,fertilizer,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fertilizer, simple abstract form"
甘,sweet,sweet,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sweet, simple abstract form"
紺,navy_blue,navy_blue,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of navy_blue, simple abstract form"
某,so_and_so,so_and_so,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of so_and_so, simple abstract form"
謀,conspire,conspire,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of conspire, simple abstract form"
媒,mediator,mediator,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mediator, simple abstract form"
欺,deceit,deceit,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of deceit, simple abstract form"
棋,chess_piece,chess_piece,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of chess_piece, simple abstract form"
旗,national_flag,national_flag,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of national_flag, simple abstract form"
期,period_of_time,period_of_time,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of period_of_time, simple abstract form"
碁,go_game,go_game,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of go_game, simple abstract form"
基,foundation,foundation,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of foundation, simple abstract form"
甚,tremendously,tremendously,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tremendously, simple abstract form"
勘,intuition,intuition,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of intuition, simple abstract form"
堪,withstand,withstand,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of withstand, simple abstract form"
貴,precious,precious,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of precious, simple abstract form"
遺,bequeath,bequeath,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bequeath, simple abstract form"
遣,dispatch,dispatch,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dispatch, simple abstract form"
潰,defile,defile,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of defile, simple abstract form"
舞,dance,dance,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dance, simple abstract form"
無,nothingness,nothingness,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of nothingness, simple abstract form"
組,association,association,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of association, simple abstract form"
粗,coarse,coarse,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of coarse, simple abstract form"
租,tariff,tariff,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tariff, simple abstract form"
狙,aim_at,aim_at,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of aim_at, simple abstract form"
祖,ancestor,ancestor,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ancestor, simple abstract form"
阻,thwart,thwart,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of thwart, simple abstract form"
査,investigate,investigate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of investigate, simple abstract form"
助,help,help,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of help, simple abstract form"
宜,best_regards,best_regards,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of best_regards, simple abstract form"
畳,tatami_mat,tatami_mat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tatami_mat, simple abstract form"
並,row,row,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of row, simple abstract form"
普,universal,universal,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of universal, simple abstract form"
譜,musical_score,musical_score,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of musical_score, simple abstract form"
湿,damp,damp,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of damp, simple abstract form"
顕,appear,appear,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of appear, simple abstract form"
繊,slender,slender,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of slender, simple abstract form"
霊,spirits,spirits,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of spirits, simple abstract form"
業,business,business,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of business, simple abstract form"
撲,slap,slap,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of slap, simple abstract form"
僕,me_male,me_male,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of me_male, simple abstract form"
共,together,together,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of together, simple abstract form"
供,offer,offer,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of offer, simple abstract form"
異,uncommon,uncommon,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of uncommon, simple abstract form"
翼,wing,wing,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wing, simple abstract form"
戴,accept_humbly,accept_humbly,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of accept_humbly, simple abstract form"
洪,flood,flood,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of flood, simple abstract form"
港,harbor,harbor,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of harbor, simple abstract form"
暴,outburst,outburst,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of outburst, simple abstract form"
爆,explode,explode,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of explode, simple abstract form"
恭,respect,respect,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of respect, simple abstract form"
選,elect,elect,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of elect, simple abstract form"
殿,mister,mister,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mister, simple abstract form"
井,well,well,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of well, simple abstract form"
丼,donburi,donburi,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of donburi, simple abstract form"
囲,surround,surround,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of surround, simple abstract form"
耕,till,till,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of till, simple abstract form"
亜,asia,asia,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of asia, simple abstract form"
悪,bad,bad,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bad, simple abstract form"
円,circle,circle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of circle, simple abstract form"
角,angle,angle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of angle, simple abstract form"
触,contact,contact,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of contact, simple abstract form"
解,solution,solution,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of solution, simple abstract form"
再,again,again,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of again, simple abstract form"
講,lecture,lecture,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lecture, simple abstract form"
購,subscription,subscription,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of subscription, simple abstract form"
構,construct,construct,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of construct, simple abstract form"
溝,gutter,gutter,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of gutter, simple abstract form"
論,argument,argument,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of argument, simple abstract form"
倫,ethics,ethics,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ethics, simple abstract form"
輪,wheel,wheel,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wheel, simple abstract form"
偏,partial,partial,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of partial, simple abstract form"
遍,everywhere,everywhere,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of everywhere, simple abstract form"
編,compilation,compilation,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of compilation, simple abstract form"
冊,volume,volume,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of volume, simple abstract form"
柵,fence,fence,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fence, simple abstract form"
典,ceremony,ceremony,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ceremony, simple abstract form"
氏,family_name,family_name,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of family_name, simple abstract form"
紙,paper,paper,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of paper, simple abstract form"
婚,marriage,marriage,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of marriage, simple abstract form"
低,lower,lower,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lower, simple abstract form"
抵,resist,resist,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of resist, simple abstract form"
底,bottom,bottom,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bottom, simple abstract form"
民,people,people,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of people, simple abstract form"
眠,sleep,sleep,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sleep, simple abstract form"
捕,catch,catch,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of catch, simple abstract form"
哺,suckle,suckle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of suckle, simple abstract form"
浦,bay,bay,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bay, simple abstract form"
蒲,cattail,cattail,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cattail, simple abstract form"
舗,shop,shop,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shop, simple abstract form"
補,supplement,supplement,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of supplement, simple abstract form"
邸,residence,residence,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of residence, simple abstract form"
郭,enclosure,enclosure,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of enclosure, simple abstract form"
郡,county,county,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of county, simple abstract form"
郊,outskirts,outskirts,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of outskirts, simple abstract form"
部,department,department,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of department, simple abstract form"
都,metropolis,metropolis,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of metropolis, simple abstract form"
郵,mail,mail,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mail, simple abstract form"
邦,home_country,home_country,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of home_country, simple abstract form"
那,that,that,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of that, simple abstract form"
郷,hometown,hometown,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hometown, simple abstract form"
響,echo,echo,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of echo, simple abstract form"
郎,son,son,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of son, simple abstract form"
廊,corridor,corridor,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of corridor, simple abstract form"
盾,shield,shield,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shield, simple abstract form"
循,sequential,sequential,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sequential, simple abstract form"
派,faction,faction,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of faction, simple abstract form"
脈,vein,vein,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of vein, simple abstract form"
衆,masses,masses,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of masses, simple abstract form"
逓,relay,relay,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of relay, simple abstract form"
段,grade,grade,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grade, simple abstract form"
鍛,forge,forge,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of forge, simple abstract form"
后,empress,empress,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of empress, simple abstract form"
幻,phantasm,phantasm,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of phantasm, simple abstract form"
司,director,director,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of director, simple abstract form"
伺,pay_respects,pay_respects,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pay_respects, simple abstract form"
詞,parts_of_speech,parts_of_speech,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of parts_of_speech, simple abstract form"
飼,domesticate,domesticate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of domesticate, simple abstract form"
嗣,heir,heir,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of heir, simple abstract form"
舟,boat,boat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of boat, simple abstract form"
舶,liner,liner,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of liner, simple abstract form"
航,navigate,navigate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of navigate, simple abstract form"
舷,gunwale,gunwale,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of gunwale, simple abstract form"
般,carrier,carrier,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of carrier, simple abstract form"
盤,tray,tray,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tray, simple abstract form"
搬,conveyor,conveyor,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of conveyor, simple abstract form"
船,ship,ship,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ship, simple abstract form"
艦,warship,warship,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of warship, simple abstract form"
艇,rowboat,rowboat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rowboat, simple abstract form"
瓜,melon,melon,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of melon, simple abstract form"
弧,arc,arc,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of arc, simple abstract form"
孤,orphan,orphan,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of orphan, simple abstract form"
繭,cocoon,cocoon,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cocoon, simple abstract form"
益,benefit,benefit,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of benefit, simple abstract form"
暇,spare_time,spare_time,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of spare_time, simple abstract form"
